1269,11,37,133
6779,1,36,60
11883,6,36,95
15611,1,37,145
18814,9,36,80
21636,5,37,45
21681,5,37,89
21850,0,37,71
21865,8,37,56
21921,8,37,13
21921,0,37,66
28412,36,37,31
31263,36,37,60
34092,36,37,81
34423,11,37,131
36953,36,37,88
37736,9,37,56
39507,11,36,99
39791,36,37,93
42656,36,37,91
